#FILE	SEQUENCE	PRODUCT	START	END	STRAND
A274	784	IS621_IS110_unknown	62950	64233	-
A274	785	MITEEc1_IS630_unknown	54281	54403	+
A274	787	IS621_IS110_unknown	1	1354	+
A274	787	MITEEc1_IS630_unknown	198551	198673	-
A274	788	IS100kyp_IS21_unknown	178042	179995	+
A274	788	IS609_IS200/IS605_IS605	235518	236930	+
A275	555	IS10R_IS4_IS10	1	1222	+
A275	556	IS10R_IS4_IS10	1	1222	+
A275	556	IS1H_IS1_unknown	31991	32754	+
A275	557	IS10R_IS4_IS10	1	1222	+
A275	557	IS621_IS110_unknown	39434	40726	-
A275	558	IS10R_IS4_IS10	1	1222	+
A275	558	IS609_IS200/IS605_IS605	78556	79968	+
A275	559	IS10R_IS4_IS10	1	1222	+
A275	559	IS10R_IS4_IS10	7712	8933	-
A275	563	IS10R_IS4_IS10	64327	65548	-
A275	566	IS15DII_IS6_unknown	1	702	-
A275	566	ISCfr1_IS1182_unknown	6515	8132	-
A275	566	IS15DII_IS6_unknown	11748	12449	+
A275	569	IS15DII_IS6_unknown	2830	3531	+
A275	580	IS621_IS110_unknown	7394	8758	-
A275	583	ISKpn26_IS5_IS5	24827	25950	+
A275	586	IS621_IS110_unknown	16831	18146	+
A275	587	MITEEc1_IS630_unknown	213052	213170	-
A275	590	IS621_IS110_unknown	1	1328	-
A275	591	IS621_IS110_unknown	1	1371	+
A275	592	IS621_IS110_unknown	1	1384	+
A275	594	IS100kyp_IS21_unknown	7762	9630	+
A275	595	ISEcl10_IS3_IS407	8327	9522	-
A275	595	ISEc18_IS481_unknown	21369	22388	+
A275	595	MITEEc1_IS630_unknown	68684	68806	+
A275	595	IS621_IS110_unknown	69966	71286	+
A275	599	IS621_IS110_unknown	79495	80874	-
A275	600	IS609_IS200/IS605_IS605	282769	284466	-
A275	601	IS621_IS110_unknown	161273	162599	+
A275	613	IS5075_IS110_IS1111	5564	6890	-
A275	618	ISEc26_ISAs1_unknown	1740	2942	+
A275	620	IS609_IS200/IS605_IS605	1	1413	-
A275	621	IS609_IS200/IS605_IS605	1	1698	+
A275	623	ISEc78_IS66_unknown	6227	8663	-
A275	625	ISEc38_ISL3_unknown	1	1675	+
A275	625	IS100kyp_IS21_unknown	3128	4996	+
A275	626	ISKpn26_IS5_IS5	1	1124	-
A275	626	IS100kyp_IS21_unknown	18799	20752	-
A275	627	ISKpn26_IS5_IS5	1	1124	-
A275	628	ISKpn26_IS5_IS5	1	1124	-
A275	629	ISKpn26_IS5_IS5	1	1124	-
A275	633	IS1326_IS21_unknown	5881	8327	-
A275	633	IS1353_IS3_IS150	8325	9938	+
A275	633	IS5075_IS110_IS1111	17256	18582	+
A275	637	ISKpn26_IS5_IS5	12753	13947	-
A275	642	MITEEc1_IS630_unknown	261063	261185	-
A275	644	ISKpn26_IS5_IS5	241214	242337	+
A275	645	MITEEc1_IS630_unknown	50026	50146	-
A275	646	ISKpn26_IS5_IS5	135466	136660	+
A275	647	ISKpn26_IS5_IS5	153009	154203	-
A275	648	IS621_IS110_unknown	1	1322	-
A275	650	IS100kyp_IS21_unknown	1	1954	+
A275	650	ISKpn26_IS5_IS5	205922	207116	+
A275	650	IS629_IS3_IS51	207214	208522	-
A275	651	IS10R_IS4_IS10	1	1222	+
A275	651	ISEc38_ISL3_unknown	62423	64097	-
A276	544	ISVsa3_IS91_unknown	374	1240	+
A276	546	MITEEc1_IS630_unknown	53443	53564	-
A276	548	ISEc31_IS3_IS3	1627	2884	+
A276	548	ISEc13_IS4_IS50	8929	10320	+
A276	550	IS1203_IS3_IS51	13175	14483	-
A276	553	IS150_IS3_IS150	2	1444	+
A276	560	IS200C_IS200/IS605_IS200	5513	6208	+
A276	561	ISEc38_ISL3_unknown	7248	8969	-
A276	564	IS903B_IS5_IS903	1	1054	+
A276	566	ISEc81_IS110_IS1111	54	1438	+
A276	567	ISEc81_IS110_IS1111	86	1470	-
A276	567	MITEEc1_IS630_unknown	116024	116146	+
A276	568	ISEc81_IS110_IS1111	86	1470	-
A276	576	IS903B_IS5_IS903	22544	23600	+
A276	582	IS150_IS3_IS150	67285	68727	-
A276	587	ISEc81_IS110_IS1111	139556	140940	-
A276	592	IS609_IS200/IS605_IS605	37862	39358	+
A276	594	IS1203_IS3_IS51	130	1329	+
A276	596	IS26_IS6_unknown	2107	2883	-
A276	597	IS609_IS200/IS605_IS605	17119	18615	+
A276	598	ISVsa3_IS91_unknown	211	1077	+
A276	598	ISEc59_IS6_unknown	2613	3503	+
A276	598	IS15DII_IS6_unknown	5951	6707	+
A276	604	IS4_IS4_IS4	1294	2641	-
A276	609	IS609_IS200/IS605_IS605	42183	43929	-
A276	612	IS903B_IS5_IS903	84903	85956	-
A276	614	IS4_IS4_IS4	160173	161597	+
A276	615	IS26_IS6_unknown	1	777	+
A276	615	IS15DII_IS6_unknown	1818	2574	+
A276	616	IS15DII_IS6_unknown	1	757	-
A276	616	ISCfr1_IS1182_unknown	2903	4520	-
A276	617	IS15DII_IS6_unknown	1	757	-
A276	621	IS26_IS6_unknown	4471	5247	-
A276	622	IS150_IS3_IS150	20406	21704	+
A276	623	IS4_IS4_IS4	261079	262426	-
A276	627	IS609_IS200/IS605_IS605	6	1752	+
A276	631	ISEc8_IS66_unknown	2189	4252	+
A276	634	IS15DII_IS6_unknown	11766	12522	+
A276	638	IS4_IS4_IS4	87210	88557	-
A276	640	IS4_IS4_IS4	233739	235086	-
A276	641	ISEc57_IS21_unknown	249	2208	-
A276	641	ISVsa3_IS91_unknown	6999	7975	-
A276	643	IS150_IS3_IS150	1	1299	-
A277	1006	IS30_IS30_unknown	1	1170	+
A277	1009	IS609_IS200/IS605_IS605	31356	33103	-
A277	1010	IS1A_IS1_unknown	362389	363123	+
A277	1015	MITEEc1_IS630_unknown	87358	87480	-
A277	1016	IS3_IS3_IS3	1	1213	-
A277	1020	IS629_IS3_IS51	1	1280	-
A277	898	IS3_IS3_IS3	104554	105807	-
A277	914	ISSbo1_IS91_unknown	930	2638	-
A277	918	ISEc8_IS66_unknown	1	2070	+
A277	920	IS3_IS3_IS3	1	1254	+
A277	921	IS3_IS3_IS3	1	1213	-
A277	923	MITEEc1_IS630_unknown	6684	6804	+
A277	938	ISEc38_ISL3_unknown	2154	3875	-
A277	938	ISSso4_IS21_unknown	4461	7099	+
A277	939	MITEEc1_IS630_unknown	46870	46991	-
A277	943	IS1H_IS1_unknown	42121	42795	+
A277	945	ISSso4_IS21_unknown	1	2639	-
A277	948	MITEEc1_IS630_unknown	113071	113189	+
A277	950	ISSso4_IS21_unknown	62765	65403	-
A277	954	MITEEc1_IS630_unknown	1109	1231	+
A277	954	MITEEc1_IS630_unknown	23052	23174	+
A277	969	ISSso4_IS21_unknown	8740	11378	+
A277	973	ISVsa3_IS91_unknown	223	1199	-
A277	973	ISVsa3_IS91_unknown	4507	5483	-
A277	977	IS30_IS30_unknown	9671	10891	+
A277	982	MITEEc1_IS630_unknown	10327	10449	-
A277	984	IS30_IS30_unknown	3817	4986	-
A277	988	IS629_IS3_IS51	1029	2308	+
A277	993	ISKox3_ISL3_unknown	3427	4742	+
A277	999	IS629_IS3_IS51	1	1053	+
A278	1014	ISCro1_IS66_unknown	396141	398839	-
A278	1016	ISEsa1_ISNCY_IS1202	783	2384	+
A278	1023	ISCro1_IS66_unknown	1	2699	-
A278	1024	ISVsa3_IS91_unknown	1824	2668	-
A278	1024	IS1006_IS6_unknown	2669	3487	+
A278	1028	IS150_IS3_IS150	54262	55704	+
A278	1036	IS903B_IS5_IS903	4289	5345	+
A278	1040	IS3_IS3_IS3	1	1009	-
A278	1041	IS3_IS3_IS3	1	1075	+
A278	1045	IS150_IS3_IS150	11790	13232	+
A278	1048	ISEc17_IS3_IS3	4817	6073	-
A278	1055	IS903B_IS5_IS903	13544	14470	-
A278	1065	ISCro1_IS66_unknown	1	2699	-
A278	1065	MITEEc1_IS630_unknown	99087	99208	+
A278	1066	MITEEc1_IS630_unknown	150574	150696	+
A278	1068	IS186B_IS4_IS231	128241	129579	-
A278	1069	IS30_IS30_unknown	2247	3467	+
A278	1070	IS150_IS3_IS150	1	1443	-
A278	1070	MITEEc1_IS630_unknown	12094	12216	+
A278	947	MITEEc1_IS630_unknown	137519	137641	-
A278	948	IS186B_IS4_IS231	10072	11410	-
A278	958	IS186B_IS4_IS231	5	1343	-
A278	959	ISKpn26_IS5_IS5	3452	4609	-
A278	963	ISEc26_ISAs1_unknown	352	1555	-
A278	971	ISEc22_IS66_unknown	141	2125	+
A278	975	IS2_IS3_IS2	83556	84886	-
A278	975	IS903B_IS5_IS903	85962	86888	-
A278	982	IS150_IS3_IS150	35217	36659	-
A278	990	IS150_IS3_IS150	22244	23686	-
A278	991	IS100kyp_IS21_unknown	6794	8484	-
A278	991	IS3_IS3_IS3	13605	14613	+
A278	996	IS903B_IS5_IS903	10981	12037	+
A278	997	ISCro1_IS66_unknown	8158	10856	-
A279	642	ISEc33_IS630_unknown	771	1923	-
A279	642	IS26_IS6_unknown	3608	4427	+
A279	644	ISEc45_IS110_IS1111	6538	7983	+
A279	644	ISEc23_IS66_unknown	7968	10071	-
A279	649	IS4_IS4_IS4	1	1426	+
A279	650	IS4_IS4_IS4	1	1426	+
A279	651	IS4_IS4_IS4	1	1426	-
A279	653	IS26_IS6_unknown	1	759	+
A279	654	IS26_IS6_unknown	1	759	+
A279	655	IS26_IS6_unknown	1	759	+
A279	655	IS2_IS3_IS2	14654	15921	+
A279	656	IS26_IS6_unknown	1	820	-
A279	656	IS903B_IS5_IS903	9890	10926	+
A279	656	IS26_IS6_unknown	10927	11685	-
A279	658	MITEEc1_IS630_unknown	290201	290321	+
A279	671	IS2_IS3_IS2	2707	3974	+
A279	675	ISVsa3_IS91_unknown	3164	4008	-
A279	675	IS1006_IS6_unknown	4009	4827	+
A279	675	IS26_IS6_unknown	8823	9581	-
A279	684	ISEc22_IS66_unknown	20899	23352	-
A279	685	ISEc8_IS66_unknown	1	2031	+
A279	685	IS1F_IS1_unknown	5547	6314	-
A279	690	ISEc22_IS66_unknown	1	2454	-
A279	691	ISEc22_IS66_unknown	1	2454	-
A279	692	ISEc22_IS66_unknown	1	2454	+
A279	693	IS2_IS3_IS2	5653	6983	-
A279	698	IS26_IS6_unknown	5986	6805	+
A279	699	MITEEc1_IS630_unknown	68773	68895	-
A279	702	ISEc53_ISL3_unknown	20240	22124	-
A279	702	IS100kyp_IS21_unknown	24874	26700	-
A279	703	MITEEc1_IS630_unknown	146808	146930	-
A279	703	MITEEc1_IS630_unknown	411610	411728	-
A279	704	IS26_IS6_unknown	4257	5076	+
A279	705	ISEc23_IS66_unknown	1	2104	+
A279	705	ISEc45_IS110_IS1111	2089	3534	-
A279	707	ISEc45_IS110_IS1111	219	1664	+
A279	707	ISEc23_IS66_unknown	1649	3980	-
A279	707	IS609_IS200/IS605_IS605	37622	39039	+
A279	710	IS609_IS200/IS605_IS605	1	1418	-
A279	711	IS609_IS200/IS605_IS605	1	1554	+
A279	712	IS609_IS200/IS605_IS605	1	1664	+
A279	719	IS5_IS5_IS5	76797	77990	+
A279	719	IS4_IS4_IS4	203155	204580	-
A279	720	ISEc45_IS110_IS1111	8336	9781	+
A279	720	ISEc23_IS66_unknown	9766	11869	-
A279	720	ISEc38_ISL3_unknown	13828	15551	+
A279	722	MITEEc1_IS630_unknown	12886	13008	+
A279	722	MITEEc1_IS630_unknown	172010	172131	-
A279	723	IS4_IS4_IS4	1	1426	-
A279	724	IS4_IS4_IS4	7321	8746	+
A279	92	IS1H_IS1_unknown	41924	42687	+
A27	1000	IS186B_IS4_IS231	3	1341	-
A27	1001	IS186B_IS4_IS231	3	1341	+
A27	1002	IS186B_IS4_IS231	3	1341	+
A27	1021	IS1H_IS1_unknown	16773	17535	-
A27	1030	IS629_IS3_IS51	4407	5716	-
A27	1036	IS30_IS30_unknown	15275	16495	+
A27	1036	ISKpn26_IS5_IS5	45878	47072	+
A27	1038	IS186B_IS4_IS231	50350	51688	+
A27	1046	MITEEc1_IS630_unknown	49088	49210	+
A27	1048	MITEEc1_IS630_unknown	70835	70957	-
A27	87	IS150_IS3_IS150	12085	13527	+
A27	929	IS1414_IS256_unknown	97575	98888	+
A27	931	ISCfr1_IS1182_unknown	5425	7042	+
A27	945	MITEEc1_IS630_unknown	51931	52052	-
A27	946	IS186B_IS4_IS231	17161	18499	-
A27	963	IS2_IS3_IS2	8114	9444	+
A27	974	IS186B_IS4_IS231	51991	53329	-
A27	993	IS609_IS200/IS605_IS605	60082	61829	+
A27	996	MITEEc1_IS630_unknown	5506	5628	-
A27	996	IS186B_IS4_IS231	16521	17859	+
A27	999	IS186B_IS4_IS231	3	1341	-
A280	249	ISEc26_ISAs1_unknown	85	1287	-
A280	614	IS26_IS6_unknown	4906	5725	+
A280	615	IS5075_IS110_IS1111	3032	4358	-
A280	615	IS26_IS6_unknown	7655	8474	-
A280	617	IS30_IS30_unknown	1	1221	+
A280	618	ISEc38_ISL3_unknown	7581	9304	+
A280	618	IS3_IS3_IS3	10540	11549	+
A280	623	IS621_IS110_unknown	1	1344	+
A280	624	IS621_IS110_unknown	1	1389	+
A280	626	IS621_IS110_unknown	1	1361	+
A280	626	IS621_IS110_unknown	12259	13552	-
A280	627	IS621_IS110_unknown	1	1365	+
A280	628	IS621_IS110_unknown	1	1293	+
A280	629	IS621_IS110_unknown	1	1293	+
A280	629	IS621_IS110_unknown	69891	71183	+
A280	630	IS621_IS110_unknown	1	1317	-
A280	631	IS621_IS110_unknown	1	1293	-
A280	631	IS621_IS110_unknown	156413	157734	+
A280	632	IS621_IS110_unknown	1	1326	-
A280	632	IS621_IS110_unknown	6359	7651	+
A280	633	IS621_IS110_unknown	1	1293	-
A280	634	IS621_IS110_unknown	1	1328	-
A280	634	MITEEc1_IS630_unknown	95659	95779	+
A280	640	IS911_IS3_IS3	1	1238	+
A280	640	ISEc22_IS66_unknown	1366	3819	-
A280	642	IS621_IS110_unknown	29928	31247	+
A280	662	IS3_IS3_IS3	1	1010	-
A280	662	IS629_IS3_IS51	13391	14686	-
A280	663	IS3_IS3_IS3	1	1010	-
A280	665	IS26_IS6_unknown	1	820	-
A280	665	IS26_IS6_unknown	2865	3684	-
A280	667	IS26_IS6_unknown	1	820	-
A280	667	IS91_IS91_unknown	3777	5288	-
A280	667	IS30_IS30_unknown	5315	6535	-
A280	668	IS26_IS6_unknown	1	820	+
A280	668	IS6100_IS6_unknown	4053	4932	-
A280	668	IS26_IS6_unknown	4991	5810	-
A280	670	IS621_IS110_unknown	18913	20210	-
A280	673	IS3_IS3_IS3	1905	2914	+
A280	681	IS3_IS3_IS3	285152	286161	+
A280	683	IS621_IS110_unknown	235896	237284	-
A280	684	MITEEc1_IS630_unknown	112523	112641	+
A280	684	IS621_IS110_unknown	268414	269725	+
A280	700	IS2_IS3_IS2	24327	25484	+
A280	702	IS30_IS30_unknown	2865	4085	+
A280	705	MITEEc1_IS630_unknown	210505	210627	-
A280	706	IS621_IS110_unknown	1	1293	+
A280	708	IS1H_IS1_unknown	97942	98705	-
A280	710	MITEEc1_IS630_unknown	270500	270622	-
A280	715	IS26_IS6_unknown	2130	2949	+
A280	715	ISEc12_IS21_unknown	4726	7306	-
A281	820	IS200C_IS200/IS605_IS200	1	598	+
A281	821	IS200C_IS200/IS605_IS200	1	598	+
A281	822	IS200C_IS200/IS605_IS200	1	598	+
A281	823	IS200C_IS200/IS605_IS200	1	598	+
A281	825	IS200C_IS200/IS605_IS200	1	598	+
A281	826	ISKpn26_IS5_IS5	90710	91904	+
A281	831	ISSen1_IS3_IS3	1	1312	+
A281	831	IS200C_IS200/IS605_IS200	98819	99416	-
A281	832	ISKpn26_IS5_IS5	1	1195	+
A281	835	ISKpn26_IS5_IS5	1	1195	+
A281	850	ISEc12_IS21_unknown	1	2581	+
A281	851	ISEc12_IS21_unknown	1	2581	-
A281	851	ISEc39_IS256_unknown	7052	8354	+
A281	851	ISEc38_ISL3_unknown	14989	16702	+
A281	852	ISEc12_IS21_unknown	1	2581	-
A281	852	IS10R_IS4_IS10	93594	94922	-
A281	853	ISEc12_IS21_unknown	1	2581	-
A281	854	ISKpn26_IS5_IS5	54751	55945	+
A281	864	IS1294_IS91_unknown	1	1688	+
A281	865	IS1294_IS91_unknown	1	1688	-
A281	865	IS50R_IS4_IS50	1685	3130	+
A281	865	IS26_IS6_unknown	4186	4949	+
A281	868	IS26_IS6_unknown	1938	2757	-
A281	871	ISKpn26_IS5_IS5	63691	64885	+
A281	887	ISKpn26_IS5_IS5	34508	35702	-
A281	896	ISSen1_IS3_IS3	8720	10031	-
A281	901	IS26_IS6_unknown	1	764	-
A281	901	IS26_IS6_unknown	2257	3076	-
A281	902	IS26_IS6_unknown	1	764	-
A281	902	IS1294_IS91_unknown	10488	12175	+
A281	903	IS26_IS6_unknown	1	820	+
A281	904	IS26_IS6_unknown	1	820	+
A281	905	IS26_IS6_unknown	1	820	+
A281	909	ISPst2_ISL3_unknown	6204	9188	-
A281	910	ISKpn26_IS5_IS5	37612	38806	+
A281	914	IS186B_IS4_IS231	3	1341	-
A281	915	IS186B_IS4_IS231	3	1341	+
A281	923	IS4_IS4_IS4	48626	50052	-
A281	924	IS630_IS630_unknown	400	1509	+
A281	945	IS186B_IS4_IS231	9629	10967	-
A281	948	MITEEc1_IS630_unknown	44424	44545	+
A281	948	IS10R_IS4_IS10	82236	83564	+
A281	950	IS200C_IS200/IS605_IS200	13235	13832	-
A281	955	ISEc48_IS3_IS2	14402	15737	-
A281	958	ISEc78_IS66_unknown	3151	5586	+
A281	958	ISEc38_ISL3_unknown	10771	12492	+
A281	958	ISPrst2_IS5_IS427	100347	101214	-
A281	960	IS26_IS6_unknown	1	764	-
A281	964	ISEc12_IS21_unknown	1	2581	+
A281	965	ISKpn26_IS5_IS5	1	1195	-
A281	965	MITEEc1_IS630_unknown	21442	21564	-
A281	965	ISSen1_IS3_IS3	222425	223672	+
A281	967	IS200C_IS200/IS605_IS200	1	598	+
A281	967	IS200C_IS200/IS605_IS200	53258	53855	+
A281	968	ISEc17_IS3_IS3	13277	14534	+
A281	968	IS26_IS6_unknown	18565	19328	+
A281	971	ISKpn26_IS5_IS5	1	1195	+
A281	972	ISKpn26_IS5_IS5	1	1195	+
A281	972	MITEEc1_IS630_unknown	111730	111852	-
A281	974	ISEc12_IS21_unknown	1	2581	-
A281	974	ISEc8_IS66_unknown	17380	19820	+
A281	975	ISEc12_IS21_unknown	1	2581	+
A281	975	IS186B_IS4_IS231	77592	78930	-
A281	976	MITEEc1_IS630_unknown	62708	62830	-
A281	978	IS26_IS6_unknown	1	820	+
A281	978	IS5075_IS110_IS1111	2598	3924	+
A281	978	ISVsa3_IS91_unknown	12340	13316	-
A282	135	IS4_IS4_IS4	5511	6937	+
A282	420	MITEEc1_IS630_unknown	229869	229991	+
A282	831	ISEc30_IS1_unknown	8847	9612	+
A282	833	MITEEc1_IS630_unknown	10208	10330	+
A282	837	ISKpn26_IS5_IS5	877	2071	+
A282	842	IS200C_IS200/IS605_IS200	5	713	+
A282	843	IS200C_IS200/IS605_IS200	5	713	+
A282	847	IS200C_IS200/IS605_IS200	5	713	+
A282	847	IS200C_IS200/IS605_IS200	43948	44656	+
A282	848	IS200C_IS200/IS605_IS200	1	709	-
A282	848	ISPrst2_IS5_IS427	97549	98416	+
A282	850	IS200C_IS200/IS605_IS200	1	709	-
A282	851	IS200C_IS200/IS605_IS200	1	709	-
A282	852	IS200C_IS200/IS605_IS200	1	709	-
A282	854	IS200C_IS200/IS605_IS200	1	709	-
A282	857	ISEc38_ISL3_unknown	6718	8431	-
A282	857	ISEc39_IS256_unknown	15065	16367	-
A282	857	ISEc22_IS66_unknown	20119	22572	-
A282	868	ISEc12_IS21_unknown	430	3010	-
A282	872	IS200C_IS200/IS605_IS200	52599	53307	-
A282	873	IS200C_IS200/IS605_IS200	14695	15403	-
A282	876	IS629_IS3_IS51	615	1924	-
A282	883	IS50R_IS4_IS50	1810	3255	-
A282	883	IS1294_IS91_unknown	3252	4939	+
A282	884	IS10R_IS4_IS10	4112	5183	+
A282	898	ISEc47_IS66_unknown	9799	11887	+
A282	898	IS630_IS630_unknown	11904	13013	+
A282	900	IS100kyp_IS21_unknown	2792	4745	+
A282	900	ISEc38_ISL3_unknown	9872	11593	+
A282	902	IS200C_IS200/IS605_IS200	97412	98120	+
A282	904	IS30_IS30_unknown	109	1195	+
A282	904	ISEc84_IS91_unknown	10641	12456	+
A282	906	MITEEc1_IS630_unknown	35839	35961	+
A282	906	IS200C_IS200/IS605_IS200	379816	380524	-
A282	909	MITEEc1_IS630_unknown	53683	53804	+
A282	912	IS200C_IS200/IS605_IS200	5	713	+
A282	912	ISSen1_IS3_IS3	98222	99533	-
A282	912	MITEEc1_IS630_unknown	282502	282624	+
A282	913	IS200C_IS200/IS605_IS200	5	713	+
A282	913	IS200C_IS200/IS605_IS200	217890	218598	+
A282	915	IS200C_IS200/IS605_IS200	5	713	+
A282	916	ISEc32_IS110_unknown	10273	11452	+
A282	919	IS200C_IS200/IS605_IS200	1	709	-
A283	483	MITEEc1_IS630_unknown	13080	13202	+
A283	620	IS200C_IS200/IS605_IS200	3757	4455	+
A283	781	ISKpn19_ISKra4_ISAzba1	87	2937	+
A283	782	ISEsa1_ISNCY_IS1202	986	2560	-
A283	786	MITEEc1_IS630_unknown	88626	88747	+
A283	786	ISSen4_IS3_IS407	131702	132922	+
A283	789	IS150_IS3_IS150	61069	62511	+
A283	796	IS4321R_IS110_IS1111	2369	3558	+
A283	800	IS4321R_IS110_IS1111	1	1190	-
A283	803	ISSen4_IS3_IS407	1	1221	+
A283	804	ISEc26_ISAs1_unknown	352	1555	-
A283	806	ISEc16_IS3_IS3	6849	8092	-
A283	807	IS150_IS3_IS150	5216	6658	+
A283	824	IS150_IS3_IS150	2443	3885	-
A283	831	IS186B_IS4_IS231	37681	39019	+
A283	832	ISSen4_IS3_IS407	4203	5423	-
A283	836	IS30_IS30_unknown	2785	3862	+
A283	836	ISSen4_IS3_IS407	4405	5625	+
A283	844	ISSen4_IS3_IS407	11624	12844	-
A283	850	IS186B_IS4_IS231	4	1342	-
A283	853	IS150_IS3_IS150	54002	55444	-
A283	855	ISSen4_IS3_IS407	26630	27850	+
A283	857	IS609_IS200/IS605_IS605	80936	82683	+
A283	861	IS609_IS200/IS605_IS605	24173	25717	-
A283	862	MITEEc1_IS630_unknown	5505	5627	-
A283	862	IS150_IS3_IS150	16278	17720	+
A283	871	IS609_IS200/IS605_IS605	1	1545	+
A283	881	ISVsa3_IS91_unknown	455	1431	+
A283	885	MITEEc1_IS630_unknown	44281	44403	-
A283	885	IS186B_IS4_IS231	70756	72094	-
A283	886	IS609_IS200/IS605_IS605	35928	37675	+
A283	887	MITEEc1_IS630_unknown	50024	50146	+
A283	888	MITEEc1_IS630_unknown	2129	2249	-
A283	889	IS186B_IS4_IS231	148481	149819	+
A283	890	IS186B_IS4_IS231	4	1342	+
A283	890	IS5075_IS110_IS1111	4649	5975	-
A284	14	IS1216E_IS6_unknown	1	730	-
A284	145	MITEEc1_IS630_unknown	65766	65887	+
A284	177	IS200C_IS200/IS605_IS200	96960	97668	-
A284	186	ISEc33_IS630_unknown	24734	25886	-
A284	8	IS1H_IS1_unknown	962	1725	-
A284	878	ISS1X_IS6_unknown	1	788	-
A284	888	ISSen4_IS3_IS407	1593	2813	+
A284	888	IS30_IS30_unknown	2814	4022	-
A284	901	ISApl1_IS30_unknown	17616	18685	+
A284	910	IS1006_IS6_unknown	4184	5002	-
A284	910	ISVsa3_IS91_unknown	5003	5847	+
A284	915	MITEEc1_IS630_unknown	67590	67712	-
A284	930	IS609_IS200/IS605_IS605	11105	12847	+
A284	933	IS10L_IS4_IS10	1	1064	-
A284	936	ISVsa3_IS91_unknown	1	845	+
A284	938	IS10L_IS4_IS10	6635	7698	+
A284	941	MITEEc1_IS630_unknown	20904	21026	-
A284	945	ISApl1_IS30_unknown	1	1070	-
A284	945	ISApl1_IS30_unknown	3680	4669	-
A284	962	IS3_IS3_IS3	1	1258	+
A284	974	MITEEc1_IS630_unknown	23994	24114	+
A284	981	ISEsa1_ISNCY_IS1202	2315	3889	-
A284	991	IS3_IS3_IS3	90320	91577	+
A284	993	ISEc26_ISAs1_unknown	573	1776	-
A284	994	IS2_IS3_IS2	121779	123109	-
A284	994	ISApl1_IS30_unknown	136334	137323	-
A285	1060	IS6100_IS6_unknown	55	934	+
A285	1405	IS102_IS5_IS903	9647	10702	-
A285	1409	ISVsa3_IS91_unknown	1	845	+
A285	1414	ISEc38_ISL3_unknown	6708	8146	-
A285	1416	ISSen1_IS3_IS3	68457	69704	+
A285	1417	MITEEc1_IS630_unknown	176355	176477	+
A285	1421	IS4321R_IS110_IS1111	11	1337	-
A285	1422	IS4321R_IS110_IS1111	5	1331	+
A285	1422	IS1006_IS6_unknown	1763	2581	-
A285	1422	ISVsa3_IS91_unknown	2582	3426	+
A285	1444	IS30_IS30_unknown	10172	11392	+
A285	1448	IS2_IS3_IS2	13870	15208	+
A285	1465	IS4321R_IS110_IS1111	2449	3775	+
A285	1466	ISEc59_IS6_unknown	2781	3671	-
A285	1466	ISAba1_IS4_IS10	6063	7242	-
A285	1466	ISVsa3_IS91_unknown	8628	9472	-
A285	1469	IS4321R_IS110_IS1111	1064	2390	-
A285	1503	ISEc47_IS66_unknown	7501	9552	-
A285	1510	ISEc38_ISL3_unknown	5887	7327	-
A285	1521	ISEc39_IS256_unknown	7671	8973	-
A285	1533	ISPrst2_IS5_IS427	15676	16543	-
A285	1538	MITEEc1_IS630_unknown	51166	51288	-
A285	1550	ISSen1_IS3_IS3	125270	126517	+
A285	1554	IS630_IS630_unknown	1841	2950	-
A285	1555	ISSen1_IS3_IS3	97877	99188	-
A285	1556	IS4_IS4_IS4	141585	143011	+
A285	1556	MITEEc1_IS630_unknown	246065	246187	-
A285	1557	MITEEc1_IS630_unknown	54423	54544	+
A285	1560	IS1203_IS3_IS51	21380	22689	-
A285	1560	IS2_IS3_IS2	26167	27497	+
A286	18	IS1H_IS1_unknown	85	759	-
A286	373	IS5_IS5_IS5	199	1393	+
A286	793	ISEc8_IS66_unknown	3869	5938	-
A286	795	IS609_IS200/IS605_IS605	178084	179721	+
A286	814	IS100kyp_IS21_unknown	358	2311	+
A286	826	ISEc38_ISL3_unknown	949	2670	+
A286	827	IS3_IS3_IS3	1	1254	+
A286	828	IS3_IS3_IS3	1	1254	+
A286	828	MITEEc1_IS630_unknown	76421	76543	-
A286	832	MITEEc1_IS630_unknown	6684	6804	+
A286	835	IS3_IS3_IS3	192043	193296	-
A286	838	IS3_IS3_IS3	30080	31292	+
A286	841	MITEEc1_IS630_unknown	11880	12002	-
A286	848	IS609_IS200/IS605_IS605	31356	33019	-
A286	850	IS3_IS3_IS3	13641	14853	+
A286	854	IS30_IS30_unknown	3	1223	-
A286	857	MITEEc1_IS630_unknown	12389	12507	-
A286	862	MITEEc1_IS630_unknown	5349	5471	+
A286	862	MITEEc1_IS630_unknown	27293	27415	+
A286	877	MITEEc1_IS630_unknown	127495	127616	+
A286	879	IS609_IS200/IS605_IS605	3	1640	-
A286	880	IS609_IS200/IS605_IS605	1	1554	+
A286	886	IS1A_IS1_unknown	31351	32085	-
A286	895	ISCfr1_IS1182_unknown	5703	7319	-
A286	899	ISCro1_IS66_unknown	5446	8144	-
A286	902	IS3_IS3_IS3	1	1213	-
A286	903	ISEc9_IS1380_unknown	16384	18039	+
A286	903	IS903B_IS5_IS903	18960	20016	+
A287	1000	IS30_IS30_unknown	21	1241	-
A287	1000	MITEEc1_IS630_unknown	68853	68975	+
A287	1001	MITEEc1_IS630_unknown	6125	6245	+
